individual,language,filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,TGT_first,speaker_tgt_oth,speaker_x,correct_answer,binarized_answer,nb_stimuli,TGT_first_code,language_code,H,C2,P1,A3,P2,S2,Bot,Y1,C1,Y2,Y3,S1,MFCC,DP,topline,item_triplet,Delta_Machine_DTW_PERSO,Delta_Machine_POW,Optimal_m,Prediction_MFCC,Prediction_POW
0,french,FR1360,t,p,i,ɛ,924,94,407,False,F02_O,M04_O,-1.9339622641509435,-1,1,0,1,4.91524855094667,0.1758661738877465,0.00333639121222,0.162691720028,0.00355993498349,0.2413584694080967,0.1634199578557909,0.1029149437188027,0.1790856426983493,0.1004489832574032,0.1198401340839782,0.2284643420001698,0.105542656134161,0.6084632975963036,13.303004604461616,french_924_94_407,0.1212686733002974,0.0772420791096574,0.95,1,1
0,french,FR1130,m,ʁ,t,e,385,463,384,False,M10_N,F02_O,2.9339622641509435,1,2,0,1,-1.8573029910222976,0.0922537970014174,0.00303472017507,-0.00555972706321,0.00310804876441,-0.0021554723801167,0.1281802630987495,0.0095005624218174,0.017571306509845,0.0431053732480123,0.1014637439063541,-0.0496481586879465,0.1023373149859199,-1.614085975188441,13.459406598896754,french_385_463_384,0.0934476129142903,0.078222809049505,0.95,1,1
0,french,FR318,e,o,d,f,527,528,529,False,F06_O,M10_N,2.9339622641509435,1,4,0,1,14.580542872332323,0.2996988401392598,0.00401700651853,0.192594765267,0.00432904163361,0.2311595433150673,0.2958957014792842,0.2176830450289265,0.3345802041850711,0.2457348596572103,0.277133646923872,0.2354564952589197,0.3786160293694202,12.730617630738353,10.916256318777773,french_527_528_529,0.3643666345567622,0.3109690802968311,0.95,1,1
0,french,FR1533,t,y,s,ɛ,1388,666,1389,True,F02_N,M01_O,-1.9339622641509435,-1,6,1,1,1.746421162886033,0.0307659318054787,0.00158430250552,0.0740749743714,0.00170202312406,0.1022393606456517,0.1924006558113839,0.0176620535017121,-0.0403480464137689,0.007410938190366,0.003353904943406,0.096092433671081,-0.053546965342206,6.123599424815328,4.3852362081114045,french_1388_666_1389,-0.056253662598299,-0.0668764387623535,0.95,0,0
0,french,FR1797,z,ɡ,a,a,1543,320,1544,True,F06_N,M01_O,2.9339622641509435,1,8,1,1,16.072185922454196,0.2625251004254834,0.00578857951153,0.372570347137,0.00595312027664,0.3874378721533214,0.2748440143602174,0.1894900748294615,0.2404495488200815,0.203694824122342,0.1392575531465385,0.3304659898647529,0.3018648032442754,16.065148556118377,17.300953626775925,french_1543_320_1544,0.2959522869558669,0.2702984114688637,0.95,1,1
0,french,FR943,n,l,a,ɛ,270,1011,391,True,F01_O,F03_O,2.9339622641509435,1,9,1,1,-2.066290182268421,-0.0134497572372397,-0.000551235988646,-0.122247288728,-0.000194585310306,-0.0677497718424224,-0.0441744964474667,0.021529794124409,0.031036658274882,0.0106626974846173,-0.0620318056336171,-0.0920648827252842,0.0166599877974598,-2.406321761741756,11.606580047649562,french_270_1011_391,0.0156315548529035,0.1101412459172926,0.95,1,1
0,french,FR506,i,k,s,d,41,717,718,False,M10_N,F02_N,2.9339622641509435,1,11,0,1,6.979705087611162,0.2806778364101976,0.00319239206602,0.13961933821,0.00348117586573,0.2549634432240852,0.178250459379283,0.2312669840135783,0.2573428389433017,0.252186099206985,0.1788185749292918,0.2466495501629899,0.1838726115380313,4.66542838029449,11.75996890851762,french_41_717_718,0.1824731920049149,0.1279183141707098,0.95,1,1
0,french,FR2258,d,f,ɛ,ɔ,355,356,357,False,F03_O,M01_O,1.9339622641509435,1,12,0,1,13.491236649217647,0.3500261994964062,0.00588212817176,0.286804863165,0.00626886242887,0.5690662798665903,0.5552963993317561,0.3719300847095444,0.3595866404622164,0.384160759199506,0.3722004480495345,0.5083567771146241,0.3815330457562556,12.032984028719454,12.19535732944923,french_355_356_357,0.3725608165102233,0.2883890938750617,0.95,1,1
0,french,FR1273,o,y,d,s,88,1228,89,True,M07_O,F03_O,2.9339622641509435,1,15,1,1,5.766608522507433,0.1397543864445497,0.00176738928723,0.0257637307979,0.0017394826665,0.0462121814651758,0.0107661340210965,0.1121007520834553,0.11208859593862,0.1395352611649385,0.1251442767187144,0.0120178222584741,0.2542276298101663,0.1826599228985976,1.553965034178974,french_88_1228_89,0.2481320719755977,0.1353033804111992,0.95,1,1
0,french,FR168,z,b,i,ɛ,302,241,674,False,M10_O,M07_N,1.9339622641509435,1,16,0,1,5.2607657392074145,0.1254633570811006,0.00432022060593,0.324153303555,0.00476831504905,0.1805844200121035,0.2935532406121968,0.1200770292618814,0.1562835580886481,0.1003104685697182,0.1009908952684346,0.2262052022486123,-0.1199198686521174,7.552236772072661,12.70322280821684,french_302_241_674,-0.1066088129483272,-0.141945074215404,0.95,0,0
